query,seed ortholog,evalue,score,predicted name,GO terms,KEGG KO,BiGG reactions,tax scope,eggNOGs,best Ogs,COG Cat.,eggNOG HMM Desc.
WP_004044238.1,309800.HVO_0697,1.20E-136,491.1,GYY_08910,"GO:0005575,GO:0016020",K07159,,arNOG[11],"0KRVG@eurNOG,0RFFD@halNOG,COG2047@NOG,arCOG00348@arNOG",NA|NA|NA,S,PAC2 family
WP_004044026.1,309800.HVO_0913,1.30E-261,907.1,,,,,arNOG[11],"0M0DD@eurNOG,0RG38@halNOG,COG0534@NOG,arCOG01731@arNOG",NA|NA|NA,V,MATE efflux family protein
WP_004043091.1,797209.ZOD2009_00180,2.20E-224,783.5,,,,,arNOG[11],"0KTFF@eurNOG,0RFB7@halNOG,COG0534@NOG,arCOG01731@arNOG",NA|NA|NA,V,MATE efflux family protein
WP_004042232.1,309800.HVO_2342,3.10E-271,939.1,,,,,arNOG[11],"0KSY2@eurNOG,0RG8J@halNOG,COG0534@NOG,arCOG01731@arNOG",NA|NA|NA,V,"efflux protein, mate family"
WP_004041722.1,309800.HVO_1832,1.10E-252,877.5,,,,,arNOG[11],"0KTFF@eurNOG,0RFB7@halNOG,COG0534@NOG,arCOG01731@arNOG",NA|NA|NA,V,MATE efflux family protein
WP_004044213.1,309800.HVO_0724,2.10E-225,786.6,ARSA2,,K01551,,arNOG[11],"0KRQI@eurNOG,0RGBD@halNOG,COG0003@NOG,arCOG02849@arNOG",NA|NA|NA,D,Arsenite-activated ATPase ArsA
WP_004044795.1,309800.HVO_2947,0,1140.2,PHET,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01890,,arNOG[11],"0KRKR@eurNOG,0RG9H@halNOG,COG0072@NOG,arCOG00412@arNOG",NA|NA|NA,J,Phenylalanyl-tRNA synthetase subunit beta (EC 6.1.1.20)
WP_004044148.1,309800.HVO_0789,7.80E-155,551.6,TRPA,,K01695,"TRPS1,TRPS3",arNOG[11],"0KS46@eurNOG,0RG82@halNOG,COG0159@NOG,arCOG01086@arNOG",NA|NA|NA,E,The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate (By similarity)
WP_004043503.1,309800.HVO_1432,1.30E-67,260.8,,,,,arNOG[11],"0M19V@eurNOG,0RHX0@halNOG,110SF@NOG,arCOG08954@arNOG",NA|NA|NA,,
WP_004041882.1,309800.HVO_2001,1.90E-295,1019.6,TGTA,,K18779,,arNOG[11],"0KREI@eurNOG,0RFCI@halNOG,COG0343@NOG,arCOG00989@arNOG",NA|NA|NA,J,Exchanges the guanine residue with 7-cyano-7- deazaguanine (preQ0) at position 15 in the dihydrouridine loop (D- loop) of archaeal tRNAs (By similarity)
WP_004045328.1,309800.HVO_0214,1.60E-175,620.5,MDH,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464","K00016,K00024","MDHi2,MDHy,SLDxi2,SLDy",arNOG[11],"0KRI5@eurNOG,0RGAY@halNOG,COG0039@NOG,arCOG00246@arNOG",NA|NA|NA,C,Catalyzes the reversible oxidation of malate to oxaloacetate (By similarity)
WP_004044463.1,309800.HVO_0459,9.50E-63,244.6,YJGF,,K09022,,arNOG[11],"0KU4T@eurNOG,0RHDF@halNOG,COG0251@NOG,arCOG01630@arNOG",NA|NA|NA,J,endoribonuclease L-PSP
WP_004043838.1,309800.HVO_1100,4.80E-135,485.7,DAPB,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K00215,DHDPRy,arNOG[11],"0KRRV@eurNOG,0RG4K@halNOG,COG0289@NOG,arCOG04393@arNOG",NA|NA|NA,E,Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate (By similarity)
WP_004043837.1,309800.HVO_1101,1.10E-168,597.8,DAPA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01714,DHDPS,arNOG[11],"0KRIQ@eurNOG,0RFW0@halNOG,COG0329@NOG,arCOG04172@arNOG",NA|NA|NA,E,Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA) (By similarity)
WP_004041297.1,797210.Halxa_1394,1.80E-42,177.2,,,K09022,,arNOG[11],"0KU4T@eurNOG,0RHDF@halNOG,COG0251@NOG,arCOG01630@arNOG",NA|NA|NA,J,endoribonuclease L-PSP
WP_049896292.1,309800.HVO_2204,3.50E-217,759.2,FTSZ3,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",,,arNOG[11],"0KRU8@eurNOG,0RFEK@halNOG,COG0206@NOG,arCOG02202@arNOG",NA|NA|NA,D,Tubulin FtsZ GTPase
WP_013035645.1,309800.HVO_1673,2.40E-114,416.8,,,,,arNOG[11],"0M0S4@eurNOG,0RHAW@halNOG,0YNY8@NOG,arCOG06262@arNOG",NA|NA|NA,,
WP_013035539.1,309800.HVO_2346,8.00E-36,154.5,,,,,arNOG[11],"1117E@NOG,arCOG09283@arNOG",NA|NA|NA,,
WP_013035517.1,309800.HVO_0589,2.40E-105,386.7,COBY,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005525,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008820,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0018130,GO:0019001,GO:0019438,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0033013,GO:0033014,GO:0034641,GO:0035639,GO:0036094,GO:0042364,GO:0043167,GO:0043168,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046483,GO:0070568,GO:0071704,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",K19712,ACBIPGT,arNOG[11],"0KSPW@eurNOG,0RHDN@halNOG,COG2266@NOG,arCOG01871@arNOG",NA|NA|NA,H,GTP adenosylcobinamide-phosphate guanylyltransferase
WP_013035489.1,309800.HVO_1606,3.20E-64,249.6,,,,,NOG[107],0Y2SK@NOG,NA|NA|NA,,
WP_013035477.1,309800.HVO_0885,6.30E-31,137.9,,,,,arNOG[11],"02TR8@arNOG,0M1CB@eurNOG,0RJAF@halNOG,103CX@NOG",NA|NA|NA,,
WP_013035460.1,309800.HVO_2678,1.40E-62,243.8,,,,,arNOG[11],"0KZ9F@eurNOG,0RI63@halNOG,0Z672@NOG,arCOG06214@arNOG",NA|NA|NA,,
WP_013035432.1,309800.HVO_0751,1.60E-62,243.8,,,,,arNOG[11],"0YZ74@NOG,arCOG05166@arNOG",NA|NA|NA,,
WP_013035425.1,309800.HVO_1131,3.10E-27,125.6,,,,,arNOG[11],"0KUC7@eurNOG,0RI1S@halNOG,COG2835@NOG,arCOG04124@arNOG",NA|NA|NA,S,UPF0434 protein
WP_013035359.1,309800.HVO_2555,1.50E-59,233.8,RPS17P,,K02961,,arNOG[11],"0KTYU@eurNOG,0RHAG@halNOG,COG0186@NOG,arCOG04096@arNOG",NA|NA|NA,J,"One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA (By similarity)"
WP_013035350.1,309800.HVO_1273A,5.40E-30,134.8,,,,,arNOG[11],"0M1C4@eurNOG,0RJHA@halNOG,1103E@NOG,arCOG10378@arNOG",NA|NA|NA,,
WP_013035304.1,309800.HVO_0300,6.20E-199,698.4,GYY_06785,,K07129,,arNOG[11],"0KRG5@eurNOG,0RG0E@halNOG,COG2108@NOG,arCOG00932@arNOG",NA|NA|NA,S,Radical SAM domain protein
WP_013035288.1,309800.HVO_1535,4.20E-32,141.7,,,,,arNOG[11],"0KZSR@eurNOG,0RIGJ@halNOG,10ZYA@NOG,arCOG04576@arNOG",NA|NA|NA,,
WP_013035255.1,309800.HVO_2347,4.10E-75,285.8,,,,,arNOG[11],"0M1EM@eurNOG,0RHHY@halNOG,0YH5R@NOG,arCOG03063@arNOG",NA|NA|NA,,
WP_008605678.1,309800.HVO_2003,1.10E-45,187.6,,,,,arNOG[11],"0M0GB@eurNOG,0RI4C@halNOG,0YV3K@NOG,arCOG08127@arNOG",NA|NA|NA,,
WP_004044091.1,309800.HVO_0845,9.90E-150,534.6,,,,,arNOG[11],"0M0N4@eurNOG,0RGTQ@halNOG,0YDA8@NOG,arCOG04597@arNOG",NA|NA|NA,,
WP_004043273.1,348780.NP3840A,1.10E-23,115.2,,,,,arNOG[11],"0M1BY@eurNOG,0RJKQ@halNOG,1113R@NOG,arCOG09172@arNOG",NA|NA|NA,S,Inherit from COG: zinc finger SWIM domain-containing protein
WP_049914915.1,309800.HVO_0169,1.80E-151,540.4,,,,,arNOG[11],"0KVEX@eurNOG,0RH07@halNOG,COG1378@NOG,arCOG02037@arNOG",NA|NA|NA,K,"transcriptional regulator, TrmB"
WP_049914911.1,309800.HVO_0144,1.40E-179,634,RNZ,,K00784,,arNOG[11],"0KRWR@eurNOG,0RFW3@halNOG,COG1234@NOG,arCOG00501@arNOG",NA|NA|NA,S,"Zinc phosphodiesterase, which displays some tRNA 3'- processing endonuclease activity. Probably involved in tRNA maturation, by removing a 3'-trailer from precursor tRNA (By similarity)"
WP_049914909.1,309800.HVO_0109,2.20E-249,866.3,CSD,,K11717,,arNOG[11],"0KRWS@eurNOG,0RG1J@halNOG,COG0520@NOG,arCOG00065@arNOG",NA|NA|NA,E,Cysteine desulfurase
WP_049914900.1,309800.HVO_0539,2.60E-142,510,,,,,arNOG[11],"0KZU8@eurNOG,0RH9J@halNOG,0YUR6@NOG,arCOG06167@arNOG",NA|NA|NA,,
WP_049914899.1,309800.HVO_0553,1.20E-217,760.8,BASB,,K01999,,arNOG[11],"0KUVQ@eurNOG,0RFS2@halNOG,COG0683@NOG,arCOG01021@arNOG",NA|NA|NA,E,system periplasmic substrate-binding protein
WP_049914887.1,309800.HVO_0877,9.90E-69,264.6,,,,,arNOG[11],"0M0VR@eurNOG,0RIER@halNOG,11185@NOG,arCOG08118@arNOG",NA|NA|NA,,
WP_049914885.1,309800.HVO_0954,6.90E-76,288.5,,,K09167,,arNOG[11],"0KSZV@eurNOG,0RHBV@halNOG,COG3402@NOG,arCOG04622@arNOG",NA|NA|NA,S,membrane-flanked domain protein
WP_049914880.1,309800.HVO_1034,0,1102,,,K07332,,arNOG[11],"0KRFF@eurNOG,0RGB4@halNOG,COG0630@NOG,arCOG01817@arNOG",NA|NA|NA,N,type II secretion system protein
WP_049914876.1,309800.HVO_1153,3.60E-275,952.2,,,,,arNOG[11],"0KSCZ@eurNOG,0RH2R@halNOG,0Y99T@NOG,arCOG02911@arNOG",NA|NA|NA,M,Inherit from arCOG: S-layer domain-like protein
WP_049914869.1,416348.Hlac_3077,4.40E-129,466.1,,,,,arNOG[11],"0KZS9@eurNOG,0RIXZ@halNOG,0YKRX@NOG,arCOG08101@arNOG",NA|NA|NA,,
WP_049914868.1,416348.Hlac_3136,1.80E-22,109.8,,,,,arNOG[11],"11105@NOG,arCOG08905@arNOG",NA|NA|NA,,
WP_049914858.1,416348.Hlac_2892,2.50E-52,209.9,,,,,arNOG[11],"10ZRS@NOG,arCOG08895@arNOG",NA|NA|NA,,
WP_049914851.1,416348.Hlac_1111,1.80E-22,111.7,,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",,,arNOG[11],"0M195@eurNOG,0RIAM@halNOG,11KKW@NOG,arCOG04389@arNOG",NA|NA|NA,S,Inherit from COG: stage II sporulation protein m
WP_049914845.1,797209.ZOD2009_05977,3.30E-69,266.9,,,,,arNOG[11],"COG4742@NOG,arCOG04362@arNOG",NA|NA|NA,K,Transcriptional regulator
WP_049914835.1,416348.Hlac_3025,5.50E-85,320.1,,,K04763,,arNOG[11],"0M01F@eurNOG,0RIMX@halNOG,COG0582@NOG,arCOG01241@arNOG",NA|NA|NA,L,Inherit from arCOG: Integrase
WP_049914830.1,309800.HVO_2606,5.70E-231,805.1,,,,,arNOG[11],"COG1520@NOG,arCOG02482@arNOG",NA|NA|NA,M,Pyrrolo-quinoline quinone
WP_049914828.1,309800.HVO_2532,4.10E-45,185.7,,,,,arNOG[11],"0M1BK@eurNOG,0RJTB@halNOG,0Y8CE@NOG,arCOG03925@arNOG",NA|NA|NA,,
WP_049914820.1,309800.HVO_2463,2.20E-43,179.9,,,,,arNOG[11],"0ZZTP@NOG,arCOG04741@arNOG",NA|NA|NA,L,Inherit from NOG: Transposase
WP_049914806.1,309800.HVO_2071,5.30E-282,974.9,,,,,arNOG[11],"0XYID@NOG,arCOG06273@arNOG",NA|NA|NA,S,chromosome segregation ATPase-like protein
WP_049914800.1,309800.HVO_1998,0,1111.7,GYY_00775,,,,arNOG[11],"0KRPD@eurNOG,0RFP5@halNOG,COG0471@NOG,arCOG00237@arNOG",NA|NA|NA,P,Arsenite transport protein
WP_049914798.1,309800.HVO_2037A,1.30E-30,137.5,,,,,arNOG[11],"0KZX2@eurNOG,0RIN8@halNOG,111A8@NOG,arCOG10823@arNOG",NA|NA|NA,,
WP_049914780.1,309800.HVO_1872,7.50E-37,157.9,,,,,arNOG[11],"0KYVF@eurNOG,0RII0@halNOG,10ZZ5@NOG,arCOG10674@arNOG",NA|NA|NA,,
WP_049914768.1,309800.HVO_1801,1.10E-53,214.2,,,,,arNOG[11],"0KYVU@eurNOG,0RI88@halNOG,0YX9Z@NOG,arCOG06313@arNOG",NA|NA|NA,,
WP_049914763.1,309800.HVO_1683,6.90E-303,1044.3,MALQ,,K00705,,arNOG[11],"0KSHC@eurNOG,0RFBV@halNOG,COG1640@NOG,arCOG04681@arNOG",NA|NA|NA,G,4-alpha-glucanotransferase (EC 2.4.1.25)
WP_049914748.1,634497.HAH_4423,7.80E-67,259.2,,,,,NOG[107],11M6G@NOG,NA|NA|NA,,
WP_049914744.1,547559.Nmag_0778,2.10E-120,437.2,GYY_02235,,K07051,,arNOG[11],"0KSUK@eurNOG,0RIDE@halNOG,COG1099@NOG,arCOG00892@arNOG",NA|NA|NA,S,TatD related DNase
WP_049914727.1,519442.Huta_0356,4.00E-173,613.6,,,,,arNOG[11],"0KYTK@eurNOG,0RJWE@halNOG,0XQBW@NOG,arCOG05978@arNOG",NA|NA|NA,G,Pectate lyase
WP_049914722.1,547559.Nmag_2098,1.30E-83,314.7,,,,,arNOG[11],"0M0DG@eurNOG,0RFWY@halNOG,COG3413@NOG,arCOG02272@arNOG",NA|NA|NA,K,HTH DNA binding domain
WP_049914703.1,543526.Htur_1413,5.70E-152,542.3,,"GO:0005575,GO:0016020",K02033,,arNOG[11],"0KSTV@eurNOG,0RG97@halNOG,COG0601@NOG,arCOG00751@arNOG",NA|NA|NA,E,binding-protein-dependent transport systems inner membrane component
WP_049914680.1,543526.Htur_2889,5.20E-66,256.1,,,K06930,,arNOG[11],"0KZ6G@eurNOG,0RGU9@halNOG,COG3413@NOG,arCOG02276@arNOG",NA|NA|NA,K,Bacterio-opsin activator HTH domain protein
WP_049914676.1,416348.Hlac_3016,2.90E-25,119,,,,,arNOG[11],"0M12W@eurNOG,0RJMW@halNOG,11105@NOG,arCOG08905@arNOG",NA|NA|NA,,
WP_049941511.1,309800.HVO_2070,4.00E-282,975.3,,,,,arNOG[11],"0KX3Q@eurNOG,0RF66@halNOG,COG1361@NOG,arCOG02079@arNOG",NA|NA|NA,M,Inherit from arCOG: S-layer domain-like protein
WP_004041154.1,756883.Halar_1067,3.70E-99,366.3,TENA,,K03707,,arNOG[11],"COG0819@NOG,arCOG01128@arNOG",NA|NA|NA,K,transcriptional activator TenA
WP_004050876.1,469382.Hbor_15160,1.10E-15,89,,,,,arNOG[11],"0M0M8@eurNOG,0RHX8@halNOG,10ZWT@NOG,arCOG08095@arNOG",NA|NA|NA,K,HTH domain
WP_004050867.1,1033806.HLRTI_04322,1.50E-45,187.6,,,,,arNOG[11],"11193@NOG,arCOG06157@arNOG",NA|NA|NA,,
WP_004048138.1,64091.VNG0214C,4.90E-15,86.7,,,,,arNOG[11],"110AS@NOG,arCOG09210@arNOG",NA|NA|NA,,
WP_004044680.1,309800.HVO_2864,4.80E-95,352.4,,,,,arNOG[11],"0KUP5@eurNOG,0RHJW@halNOG,COG1814@NOG,arCOG01091@arNOG",NA|NA|NA,S,VIT family
WP_004041278.1,797209.ZOD2009_14061,1.80E-232,810.4,,,,,arNOG[11],"0KRNX@eurNOG,0RFQY@halNOG,COG1292@NOG,arCOG04540@arNOG",NA|NA|NA,P,choline carnitine betaine transporter
WP_004041168.1,272569.rrnAC1211,1.20E-59,235,,,,,arNOG[11],"0KXXN@eurNOG,0RIH8@halNOG,COG3381@NOG,arCOG01506@arNOG",NA|NA|NA,S,Nitrate reductase delta subunit
WP_013035725.1,416348.Hlac_3176,4.70E-53,215.3,,,,,arNOG[11],"0KZJU@eurNOG,0RGKG@halNOG,COG3451@NOG,arCOG04035@arNOG,arCOG07496@arNOG",NA|NA|NA,U,transfer complex protein
WP_004044667.1,309800.HVO_2849,0,1379.8,PRKA1,,K07180,,arNOG[11],"0KZK0@eurNOG,0RG79@halNOG,COG2766@NOG,arCOG02891@arNOG",NA|NA|NA,T,Serine protein kinase
WP_004044198.1,309800.HVO_0739,6.40E-180,635.2,,,,,arNOG[11],"02T28@arNOG,0KYS3@eurNOG,0RJUZ@halNOG,0YHFW@NOG",NA|NA|NA,,
WP_004042046.1,309800.HVO_2162,5.20E-96,355.5,,,,,arNOG[11],"0M14T@eurNOG,0RIEC@halNOG,111DE@NOG,arCOG03392@arNOG",NA|NA|NA,S,Inherit from arCOG: Membrane-bound metal-dependent hydrolase
WP_004041989.1,309800.HVO_2106,2.10E-146,523.5,FBA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464","K08321,K11645,K16306",,arNOG[11],"COG1830@NOG,arCOG04044@arNOG",NA|NA|NA,E,aldolase (EC 4.1.2.13)
WP_004041249.1,272569.rrnB0102,1.80E-60,238,SUHB,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464","K00858,K01092",MI1PP,arNOG[11],"0KSUF@eurNOG,0RHTD@halNOG,COG0483@NOG,arCOG01349@arNOG",NA|NA|NA,G,ec 3.1.3.25
WP_004044140.1,309800.HVO_0796,7.30E-150,535,,,K02016,,arNOG[11],"0KZ2R@eurNOG,0RFND@halNOG,COG0614@NOG,arCOG04233@arNOG",NA|NA|NA,P,Periplasmic
WP_004044076.1,309800.HVO_0861,3.40E-223,779.2,SUFD,,"K09014,K09015",,arNOG[11],"0KZZU@eurNOG,0RFAK@halNOG,COG0719@NOG,arCOG01715@arNOG",NA|NA|NA,O,SufBD protein
WP_013035447.1,309800.HVO_2275,0,1698.7,,,,,arNOG[11],"02T37@arNOG,0KYSV@eurNOG,0RJVQ@halNOG,COG0286@NOG",NA|NA|NA,V,N-6 DNA Methylase
WP_004044542.1,309800.HVO_0381,5.80E-26,121.3,,,,,arNOG[11],"0M06A@eurNOG,0RIFI@halNOG,110FF@NOG,arCOG09034@arNOG",NA|NA|NA,K,copG family
WP_004044506.1,309800.HVO_0418,5.70E-297,1024.6,,,K07451,,arNOG[11],"0KZ8T@eurNOG,0RINA@halNOG,COG3440@NOG,arCOG08947@arNOG,arCOG09398@arNOG",NA|NA|NA,V,"Inherit from NOG: ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase"
WP_004043864.1,309800.HVO_1074,5.50E-164,582,,,K07454,,arNOG[11],"0M0GK@eurNOG,0RHWK@halNOG,COG3440@NOG,arCOG09398@arNOG",NA|NA|NA,V,HNH endonuclease
WP_004043524.1,309800.HVO_1414,0,1089.7,,,,,arNOG[11],"COG0642@NOG,arCOG02327@arNOG",NA|NA|NA,T,Histidine kinase
WP_004043444.1,309800.HVO_1491,1.10E-232,810.8,,,,,arNOG[11],"0M0NG@eurNOG,0RGDR@halNOG,0YFXP@NOG,arCOG04720@arNOG",NA|NA|NA,S,Haloacid dehalogenase domain protein hydrolase type 3
WP_004043730.1,309800.HVO_1212,2.50E-136,490,,,,,arNOG[11],"0KWIV@eurNOG,0RF9V@halNOG,COG0467@NOG,arCOG01171@arNOG",NA|NA|NA,T,Circadian clock protein KaiC
WP_004042121.1,309800.HVO_2232,9.60E-130,468,,,,,arNOG[11],"0KSJJ@eurNOG,0RGFI@halNOG,COG0467@NOG,arCOG01171@arNOG",NA|NA|NA,T,KaiA binding
WP_004041992.1,309800.HVO_2109,7.30E-289,997.7,,,"K00851,K00854",,arNOG[11],"COG1070@NOG,arCOG00025@arNOG",NA|NA|NA,G,"Carbohydrate kinase, FGGY"
WP_004041332.1,795797.HacjB3_06595,1.30E-22,112.5,,,"K03406,K06930",,arNOG[11],"COG2202@NOG,COG2203@NOG,arCOG02334@arNOG,arCOG02352@arNOG,arCOG02369@arNOG,arCOG02387@arNOG,arCOG06192@arNOG",NA|NA|NA,T,Signal transduction histidine kinase
WP_004043757.1,309800.HVO_1184,2.40E-202,709.9,,,,,arNOG[11],"0KVKX@eurNOG,0RGP5@halNOG,COG5608@NOG,arCOG03787@arNOG",NA|NA|NA,V,Membrane protein NosY
WP_013035705.1,1033806.HLRTI_11860,2.90E-55,221.1,,,K06131,,arNOG[11],"COG1502@NOG,arCOG02039@arNOG",NA|NA|NA,I,Phospholipase D
WP_004064851.1,797209.ZOD2009_15086,1.60E-45,188,,,,,arNOG[11],"0KZTR@eurNOG,0RHMZ@halNOG,COG4314@NOG,arCOG04012@arNOG",NA|NA|NA,C,NosL family
WP_004043936.1,309800.HVO_1007,2.60E-275,952.6,,,,,arNOG[11],"0KSGP@eurNOG,0RFTE@halNOG,COG2133@NOG,arCOG02796@arNOG",NA|NA|NA,C,blue (type 1) copper domain-containing protein
WP_004043816.1,309800.HVO_1121,5.30E-237,825.1,NIRJ,,,,arNOG[11],"0KRT0@eurNOG,0RFDZ@halNOG,COG0535@NOG,arCOG00938@arNOG",NA|NA|NA,S,Radical SAM domain protein
WP_004042518.1,309800.HVO_2526,3.50E-161,572.8,,,K08977,,arNOG[11],"0KUXK@eurNOG,0RF6F@halNOG,COG2324@NOG,arCOG02835@arNOG",NA|NA|NA,S,Carotene biosynthesis associated membrane protein
WP_004042190.1,309800.HVO_2298,1.70E-140,503.8,NIF3,,,,arNOG[11],"0KV3H@eurNOG,0RG1B@halNOG,COG0327@NOG,arCOG04454@arNOG",NA|NA|NA,S,NIF3 (NGG1p interacting factor 3)
WP_004041986.1,309800.HVO_2103,2.90E-258,896,,,K02775,,NOG[107],COG3775@NOG,NA|NA|NA,G,"PTS system, galactitol-specific IIc component"
WP_004041424.1,309800.HVO_1546,2.10E-186,656.8,DHAK,,K05878,,arNOG[11],"0M120@eurNOG,0RGIX@halNOG,COG2376@NOG,arCOG08941@arNOG",NA|NA|NA,G,Dihydroxyacetone kinase subunit DhaK
WP_004040958.1,1033806.HLRTI_17565,1.80E-39,167.9,,,,,arNOG[11],"0KZTR@eurNOG,0RHMZ@halNOG,COG4314@NOG,arCOG04012@arNOG",NA|NA|NA,C,NosL family
WP_004044676.1,309800.HVO_2860,0,1081.2,GYY_06120,,K09136,,arNOG[11],"0KRGQ@eurNOG,0RFC7@halNOG,COG1944@NOG,arCOG02882@arNOG",NA|NA|NA,H,YcaO-like family
WP_004043575.1,309800.HVO_1364,6.60E-85,318.5,,,K07112,,arNOG[11],"0KTIU@eurNOG,0RH0H@halNOG,COG2391@NOG,arCOG04787@arNOG",NA|NA|NA,S,YeeE YedE family protein
WP_004041808.1,309800.HVO_1929,2.60E-104,383.3,,,,,arNOG[11],"0KZA7@eurNOG,0RHEW@halNOG,COG3413@NOG,arCOG02272@arNOG",NA|NA|NA,K,Bacterio-opsin activator HTH domain protein
WP_004041009.1,272569.rrnAC1895,1.00E-32,145.6,,,K06930,,arNOG[11],"0KYZQ@eurNOG,0RJ1F@halNOG,COG3413@NOG,arCOG02272@arNOG",NA|NA|NA,K,Bacterio-opsin activator HTH domain protein
WP_004043989.1,309800.HVO_0956,1.00E-199,701,,,,,arNOG[11],"0KSXK@eurNOG,0RGZH@halNOG,COG1409@NOG,arCOG01153@arNOG",NA|NA|NA,S,Metallophosphoesterase
WP_004043375.1,1033806.HLRTI_03443,3.70E-145,519.6,,,,,arNOG[11],"0KX6U@eurNOG,0RGNZ@halNOG,0XQPN@NOG,arCOG07546@arNOG",NA|NA|NA,S,Inherit from arCOG: LtrC-like protein
WP_004043071.1,416348.Hlac_3120,8.00E-132,475.3,,,,,arNOG[11],"0XQPN@NOG,arCOG07546@arNOG",NA|NA|NA,S,LtrC-like protein
WP_004041481.1,309800.HVO_1590,0,1173.7,DNAK,,K04043,,arNOG[11],"0KRG8@eurNOG,0RF89@halNOG,COG0443@NOG,arCOG03060@arNOG",NA|NA|NA,O,Acts as a chaperone (By similarity)
WP_004041280.1,797209.ZOD2009_14051,4.00E-53,212.6,,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0019239,GO:0044424,GO:0044464",K09022,,arNOG[11],"0KU4T@eurNOG,0RHWB@halNOG,COG0251@NOG,arCOG01630@arNOG",NA|NA|NA,J,endoribonuclease L-PSP
WP_004044437.1,309800.HVO_0484,8.90E-96,354.8,RPL10E,,K02866,,arNOG[11],"0KSQG@eurNOG,0RFIX@halNOG,COG0197@NOG,arCOG04113@arNOG",NA|NA|NA,J,50S ribosomal protein L10.e
WP_004044325.1,309800.HVO_0609,5.20E-122,442.2,,,,,arNOG[11],"0M1FK@eurNOG,0RGM0@halNOG,COG0491@NOG,arCOG00504@arNOG",NA|NA|NA,S,Metallo-beta-lactamase superfamily
WP_004043574.1,309800.HVO_1365,1.20E-225,787.3,,,"K01069,K02439",,arNOG[11],"0M1X5@eurNOG,0RJX3@halNOG,COG0607@NOG,arCOG00517@arNOG,arCOG02021@arNOG",NA|NA|NA,P,RHOD
WP_004041681.1,309800.HVO_1797,8.10E-241,837.8,EPF1,,K07577,,arNOG[11],"0KRII@eurNOG,0RFCQ@halNOG,COG1236@NOG,arCOG00541@arNOG",NA|NA|NA,J,mRNA 3'-end processing factor
WP_004041516.1,309800.HVO_1626,5.40E-164,582,,,K03476,,arNOG[11],"0KZB0@eurNOG,0RGC9@halNOG,COG2220@NOG,arCOG00515@arNOG",NA|NA|NA,S,Lactamase_B
WP_004044024.1,309800.HVO_0915,3.80E-163,579.3,CYO,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",,,arNOG[11],"0KRU5@eurNOG,0RGKF@halNOG,COG4083@NOG,arCOG04471@arNOG",NA|NA|NA,S,Cytochrome oxidase subunit I-like protein
WP_004043133.1,1033806.HLRTI_04457,5.70E-11,72,CAS2,,K09951,,arNOG[11],"0KUFC@eurNOG,0RI8H@halNOG,COG1343@NOG,arCOG04194@arNOG",NA|NA|NA,V,"CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease (By similarity)"
WP_004063282.1,309800.HVO_1515,2.00E-30,136.3,,,,,arNOG[11],"0KUT3@eurNOG,0RHSU@halNOG,127TA@NOG,arCOG02836@arNOG",NA|NA|NA,K,CopG family transcriptional regulator
